Mã bản tin,Tên xe,Giá tiền,Ngày đăng bài,Năm sản xuất,Nhiên liệu,Kiểu dáng,Tình trạng,Số km đã đi,Hộp số,Xuất xứ,Địa điểm,URL
23364108,Mercedes-Benz GL 400 4Matic 2015,969000000.0,11/09/2025,2015,Máy xăng,SUV,Xe cũ,95000,Số tự động,Nhập khẩu,Cầu Giấy - Hà Nội,https://oto.com.vn/mua-ban-xe-mercedes-benz-gl-400-ha-noi/re-ma-dep-aidxc23364108
23370072,Mercedes-Benz GL 400 4Matic 2015,980000000.0,25/09/2025,2015,Máy xăng,SUV,Xe cũ,95000,Số tự động,Nhập khẩu,Cầu Giấy - Hà Nội,https://oto.com.vn/mua-ban-xe-mercedes-benz-gl-400-ha-noi/sieu-dep-aidxc23370072
23368541,Mercedes-Benz GL 450 2007,365000000.0,21/09/2025,2007,Máy xăng,SUV,Xe cũ,66000,Số tự động,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-gl-450-hcm/doi-cuoi-2007-aidxc23368541
23332057,Mercedes-Benz GL 450 2007,459000000.0,13/06/2025,2007,Máy xăng,N/A,Xe cũ,181000,Số tự động,Nhập khẩu,Quận 7 - Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-gl-450-hcm/gia-chi-459-trieu-aidxc23332057
23354883,Mercedes-Benz GL 450 2008,335000000.0,18/09/2025,2008,Máy xăng,SUV,Xe cũ,89800,Số tự động,Nhập khẩu,Bình Thạnh - Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-gl-450-hcm/merc-gl450-nhap-2008-hang-full-cua-so-troi-paroma-nhung-hoi-nang-ha-ngam-va-aidxc23354883
23282448,Mercedes-Benz GL 450 2009,370000000.0,24/07/2025,2009,Máy xăng,SUV,Xe cũ,88780,Số tự động,Nhập khẩu,Bình Thạnh - Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-gl-450-hcm/merc-gl450-nhap-my-2009-mot-chu-sg-trum-men-chay-hon-88van-bao-test-zin-90-rat-moi-ko-co-aidxc23282448
23350970,Mercedes-Benz GL 550 GL550 2009,445000000.0,05/08/2025,2009,Máy xăng,SUV,Xe cũ,160000,Số tự động,Nhập khẩu,Long Biên - Hà Nội,https://oto.com.vn/mua-ban-xe-mercedes-benz-gl-550-ha-noi/full-option-nhap-my-aidxc23350970
23366058,Mercedes-Benz GL 550 GL550 2008,500000000.0,15/09/2025,2008,Máy xăng,SUV,Xe cũ,245000,Số tự động,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-gl-550-hcm/ban-xe-mercedes-aidxc23366058
23300298,Mercedes-Benz GL 550 GL550 2012,1098000000.0,20/03/2025,2012,Máy xăng,SUV,Xe cũ,80000,Số tự động,Nhập khẩu,Quận 7 - Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-gl-550-hcm/model-2013-up-full-len-gls500-2016-aidxc23300298
23301556,Mercedes-Benz GL 550 GL550 2013,1139000000.0,22/03/2025,2013,Máy xăng,SUV,Xe cũ,152000,Số tự động,Nhập khẩu,Quận 7 - Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-gl-550-hcm/nhap-my-ban-designo-hiem-aidxc23301556
23301027,Mercedes-Benz GL 550 GL550 2012,1039000000.0,21/03/2025,2012,Máy xăng,SUV,Xe cũ,122000,Số tự động,Nhập khẩu,Quận 7 - Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-gl-550-hcm/up-form-gls-day-du-tinh-nang-toan-do-moi-aidxc23301027
23298748,Mercedes-Benz GL 550 GL550 2012,1099000000.0,17/03/2025,2012,Máy xăng,SUV,Xe cũ,130000,Số tự động,Nhập khẩu,Quận 7 - Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-gl-550-hcm/up-full-gls500-2016-aidxc23298748
23362827,Mercedes-Benz GLA 250 2015,525000000.0,06/09/2025,2015,Máy xăng,SUV,Xe cũ,N/A,Số tự động,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-gla-250-hcm/2015-so-tu-dong-tai-tp-aidxc23362827
23362719,Mercedes-Benz GLA 250 4Matic 2016,555000000.0,06/09/2025,2016,Máy xăng,SUV,Xe cũ,57379,Số tự động,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-gla-250-hcm/gla-class-2016-250-4matic-57379-km-aidxc23362719
23349338,Mercedes-Benz GLA 45 AMG 2015,678000000.0,05/09/2025,2015,Máy xăng,Crossover,Xe cũ,85000,Số tự động,Nhập khẩu,Hà Nội,https://oto.com.vn/mua-ban-xe-mercedes-benz-gla-45-ha-noi/xe-sang-trong-phong-cach-the-thao-aidxc23349338
23370893,Mercedes-Benz GLA 45 AMG 2015,679000000.0,27/09/2025,2015,Máy xăng,SUV,Xe cũ,63000,Số tự động,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-gla-45-hcm/2015-tai-tp-aidxc23370893
23282960,Mercedes-Benz GLA 45 4Matic 2015,739000000.0,18/04/2025,2015,Máy xăng,Sedan,Xe cũ,53000,Số tự động,Nhập khẩu,Quận 7 - Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-gla-45-hcm/chat-xe-dep-bank-65-70-gia-tri-xe-aidxc23282960
23365778,Mercedes-Benz GLA 45 AMG 2014,639000000.0,14/09/2025,2014,Máy xăng,SUV,Xe cũ,90000,Số tự động,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-gla-45-hcm/gla-class-2014-90000-km-aidxc23365778
23364576,Mercedes-Benz GLA 45 AMG 2015,659000000.0,12/09/2025,2015,Máy xăng,SUV,Xe cũ,66000,Số tự động,Nhập khẩu,Quận 1 - Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-gla-45-hcm/gla45-amg-eiditions-one-sx-2015-aidxc23364576
23370044,Mercedes-Benz GLA 45 AMG 2015,678000000.0,25/09/2025,2015,Máy xăng,SUV,Xe cũ,60000,Số tự động,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-gla-45-hcm/mer-gla45-amg-60000-km-zin-nguyen-ban-aidxc23370044
23371357,Mercedes-Benz GLA 45 AMG 2015,639000000.0,29/09/2025,2015,Máy xăng,SUV,Xe cũ,92000,Số tự động,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-gla-45-hcm/mercedes-full-optine-sieu-dep-xin-xo-a-aidxc23371357
23351063,Mercedes-Benz GLA 45 4Matic 2014,580000000.0,05/09/2025,2014,Máy xăng,SUV,Xe cũ,70000,Số tự động,Nhập khẩu,Quận 7 - Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-gla-45-hcm/mercedes-gla45-2014-moden-2015-aidxc23351063
23287016,Mercedes-Benz GLA 45S 4Matic+ 2024,2799000000.0,26/06/2025,2024,Máy xăng,SUV,Xe cũ,10,Số tự động,Nhập khẩu,Quận 7 - Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-gla-45s-hcm/mau-den-bao-ngau-the-thao-aidxc23287016
23362313,Mercedes-Benz GLB 200 2021,1199000000.0,05/09/2025,2021,Máy xăng,SUV,Xe cũ,64500,Số tự động,Nhập khẩu,Hà Nội,https://oto.com.vn/mua-ban-xe-mercedes-benz-glb-200-ha-noi/2021-aidxc23362313
23341031,Mercedes-Benz GLB 200 2021,1298000000.0,14/07/2025,2021,Máy xăng,N/A,Xe cũ,20000,Số tự động,Trong nước,Quận 7 - Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-glb-200-hcm/bao-dau-bank-70-90-ib-zalo-tu-van-truc-tiep-247-aidxc23341031
23348977,Mercedes-Benz GLB 200 2021,1198000000.0,30/07/2025,2021,Máy xăng,N/A,Xe cũ,60000,Số tự động,Nhập khẩu,Quận 7 - Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-glb-200-hcm/bao-dau-bank-70-90-ib-zalo-tu-van-truc-tiep-247-aidxc23348977
23350738,Mercedes-Benz GLB 200 2021,1198000000.0,05/08/2025,2021,Máy xăng,N/A,Xe cũ,60000,Số tự động,Nhập khẩu,Quận 7 - Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-glb-200-hcm/bao-dau-bank-70-90-ib-zalo-tu-van-truc-tiep-247-aidxc23350738
23340200,Mercedes-Benz GLB 200 AMG 2021,1299000000.0,12/07/2025,2021,Máy xăng,SUV,Xe cũ,20000,Số tự động,Nhập khẩu,Quận 7 - Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-glb-200-hcm/den-den-aidxc23340200
23336538,Mercedes-Benz GLB 200 AMG 2021,1399000000.0,01/07/2025,2021,Máy xăng,SUV,Xe cũ,35200,Số tự động,Nhập khẩu,Quận 7 - Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-glb-200-hcm/ho-tro-tra-gop-xe-dep-chu-di-giu-gin-gia-tot-aidxc23336538
23348955,Mercedes-Benz GLB 200 AMG 2021,1199000000.0,30/07/2025,2021,Máy xăng,SUV,Xe cũ,61000,Số tự động,Nhập khẩu,Quận 7 - Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-glb-200-hcm/mercedes-glb200-amg-2021-cuc-dep-aidxc23348955
23349242,Mercedes-Benz GLB 200 2021,1158000000.0,04/09/2025,2021,Máy xăng,SUV,Xe cũ,64000,Số tự động,Nhập khẩu,Quận 7 - Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-glb-200-hcm/model-2022-7-cho-nhap-khau-len-nhieu-options-hang-aidxc23349242
23366936,Mercedes-Benz GLB 200 2022,1258000000.0,17/09/2025,2022,Máy xăng,SUV,Xe cũ,46000,Số tự động,Nhập khẩu,Quận 7 - Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-glb-200-hcm/model-2023-mot-chu-tu-moi-bao-hanh-hang-den-2026-aidxc23366936
23349167,Mercedes-Benz GLB 200 4MATIC 2.0L 2022,1198000000.0,31/07/2025,2022,Máy xăng,SUV,Xe cũ,60000,Số tự động,Nhập khẩu,Quận 7 - Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-glb-200-hcm/ngoai-that-trang-noi-that-kem-cao-cap-aidxc23349167
23339704,Mercedes-Benz GLB 200 AMG 2021,1298000000.0,09/07/2025,2021,Máy xăng,SUV,Xe cũ,20000,Số tự động,Nhập khẩu,Quận 7 - Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-glb-200-hcm/nhap-khau-mot-chu-tu-moi-aidxc23339704
23367430,Mercedes-Benz GLB 200 AMG 2022,1259000000.0,18/09/2025,2022,Máy xăng,SUV,Xe cũ,20000,Số tự động,Nhập khẩu,Quận 7 - Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-glb-200-hcm/suv-7-cho-sieu-dep-nha-merc-aidxc23367430
23337812,Mercedes-Benz GLB 200 AMG 2021,1199000000.0,06/09/2025,2021,Máy xăng,SUV,Xe cũ,65000,Số tự động,Nhập khẩu,Quận 7 - Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-glb-200-hcm/trang-den-aidxc23337812
23349265,Mercedes-Benz GLB 200 AMG 2021,1199000000.0,09/09/2025,2021,Máy xăng,SUV,Xe cũ,64400,Số tự động,Nhập khẩu,Quận 7 - Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-glb-200-hcm/trang-den-aidxc23349265
23366191,Mercedes-Benz GLB 200 AMG 2022,1259000000.0,15/09/2025,2022,Máy xăng,SUV,Xe cũ,47000,Số tự động,Nhập khẩu,Quận 7 - Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-glb-200-hcm/xanh-den-aidxc23366191
23307884,Mercedes-Benz GLB 35 AMG 2021,1690000000.0,06/04/2025,2021,Máy xăng,SUV,Xe cũ,25000,Số tự động,Nhập khẩu,Quận 7 - Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-glb-35-hcm/luot-2vkm-1-chu-tu-moi-full-lich-su-hang-aidxc23307884
23368001,Mercedes-Benz GLB 35 AMG 2021,1499000000.0,19/09/2025,2021,Máy xăng,SUV,Xe cũ,550000,Số tự động,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-glb-35-hcm/mercedes-amg-nhap-mexico-sx2021-di-55k-km-aidxc23368001
23370437,Mercedes-Benz GLC 200 4Matic 2020,1190000000.0,26/09/2025,2020,Máy xăng,SUV,Xe cũ,60000,Số tự động,Nhập khẩu,Hoàng Mai - Hà Nội,https://oto.com.vn/mua-ban-xe-mercedes-benz-glc-200-ha-noi/4matic-san-xuat-va-dang-ky-cuoi-nam-2020-xe-1-chu-tu-moii-aidxc23370437
23368421,Mercedes-Benz GLC 200 4Matic 2023,1920000000.0,20/09/2025,2023,Máy xăng,SUV,Xe cũ,9000,Số tự động,Trong nước,Long Biên - Hà Nội,https://oto.com.vn/mua-ban-xe-mercedes-benz-glc-200-ha-noi/can-ban-mercedes-glc200-4matic-sx-2023-sieu-luot-9000km-aidxc23368421
23346458,Mercedes-Benz GLC 200 4Matic 2021,1280000000.0,04/09/2025,2021,Máy xăng,SUV,Xe cũ,40000,Số tự động,Trong nước,Tây Hồ - Hà Nội,https://oto.com.vn/mua-ban-xe-mercedes-benz-glc-200-ha-noi/xe-con-nguyen-zin-bao-check-thoai-mai-aidxc23346458
23371892,Mercedes-Benz GLC 200 4Matic 2018,850000000.0,30/09/2025,2018,Máy xăng,SUV,Xe cũ,110000,Số tự động,Nhập khẩu,Đống Đa - Hà Nội,https://oto.com.vn/mua-ban-xe-mercedes-benz-glc-200-ha-noi/xe-sang-trong-mau-den-dang-cap-aidxc23371892
23331509,Mercedes-Benz GLC 200 4Matic 2018,880000000.0,11/09/2025,2018,Máy xăng,SUV,Xe cũ,86000,Số tự động,Trong nước,Kiến An - Hải Phòng,https://oto.com.vn/mua-ban-xe-mercedes-benz-glc-200-hai-phong/mau-do-noi-that-kem-aidxc23331509
23364882,Mercedes-Benz GLC 200 4Matic 2019,989000000.0,12/09/2025,2019,Máy xăng,SUV,Xe cũ,46000,Số tự động,Nhập khẩu,Quận 7 - Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-glc-200-hcm/chuyen-merc-gia-cuc-tot-aidxc23364882
23320241,Mercedes-Benz GLC 200 4Matic 2022,1399000000.0,24/09/2025,2022,Máy xăng,SUV,Xe cũ,40000,Số tự động,Trong nước,Quận 7 - Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-glc-200-hcm/do-kem-uu-dai-cuc-soc-aidxc23320241
23338967,Mercedes-Benz GLC 200 4Matic 2022,1399000000.0,15/09/2025,2022,Máy xăng,SUV,Xe cũ,45000,Số tự động,Trong nước,Quận 7 - Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-glc-200-hcm/ho-tro-tra-gop-70-noi-that-nhu-moi-1-chu-giu-gin-giay-to-minh-bach-day-du-aidxc23338967
23371635,Mercedes-Benz GLC 200 4Matic 2021,1299000000.0,30/09/2025,2021,Máy xăng,SUV,Xe cũ,53000,Số tự động,Nhập khẩu,Quận 7 - Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-glc-200-hcm/mau-do-kem-rat-dep-bank-65-aidxc23371635
23277491,Mercedes-Benz GLC 200 4Matic 2021,1399000000.0,24/09/2025,2021,Máy xăng,SUV,Xe cũ,60000,Số tự động,Trong nước,Quận 7 - Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-glc-200-hcm/mau-trang-xuat-hoa-don-du-aidxc23277491
23361119,Mercedes-Benz GLC 200 4Matic 2022,1180000000.0,02/09/2025,2022,Máy xăng,SUV,Xe cũ,59000,Số tự động,Nhập khẩu,Gò Vấp - Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-glc-200-hcm/mercedes-4matic-model-2022-aidxc23361119
23347589,Mercedes-Benz GLC 200 2022,1358000000.0,28/09/2025,2022,Máy xăng,SUV,Xe cũ,27000,Số tự động,Trong nước,Quận 7 - Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-glc-200-hcm/model-2023-mot-chu-bao-hanh-hang-dai-aidxc23347589
23367994,Mercedes-Benz GLC 200 V1 2022,1358000000.0,19/09/2025,2022,Máy xăng,SUV,Xe cũ,28000,Số tự động,Trong nước,Quận 7 - Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-glc-200-hcm/suv-da-dung-gam-cao-trang-bi-hien-dai-aidxc23367994
23372523,Mercedes-Benz GLC 200 4Matic 2021,1299000000.0,02/10/2025,2021,Máy xăng,SUV,Xe cũ,52222,Số tự động,Nhập khẩu,Quận 7 - Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-glc-200-hcm/suv-gam-cao-sang-trong-2021-aidxc23372523
23371882,Mercedes-Benz GLC 200 2019,989000000.0,30/09/2025,2019,Máy xăng,SUV,Xe cũ,74000,Số tự động,Trong nước,Bình Tân - Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-glc-200-hcm/xe-dep-noi-that-nau-ho-tro-ngan-hang-aidxc23371882
23334659,Mercedes-Benz GLC 200 V1 2022,1379000000.0,19/09/2025,2022,Máy xăng,SUV,Xe cũ,28000,Số tự động,Trong nước,Bình Tân - Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-glc-200-hcm/xe-san-xuat-2022-chat-luong-nhu-moi-aidxc23334659
23371890,Mercedes-Benz GLC 250 4Matic 2017,700000000.0,30/09/2025,2017,Máy xăng,SUV,Xe cũ,50000,Số tự động,Nhập khẩu,Tây Hồ - Hà Nội,https://oto.com.vn/mua-ban-xe-mercedes-benz-glc-250-ha-noi/gia-re-kho-tim-bao-check-xe-thoai-mai-aidxc23371890
23367090,Mercedes-Benz GLC 250 4Matic 2017,839000000.0,18/09/2025,2017,Máy xăng,SUV,Xe cũ,110000,Số tự động,Nhập khẩu,Hà Nội,https://oto.com.vn/mua-ban-xe-mercedes-benz-glc-250-ha-noi/mau-trang-noi-that-kem-aidxc23367090
23367656,Mercedes-Benz GLC 250 4Matic 2017,790000000.0,18/09/2025,2017,Máy xăng,SUV,Xe cũ,50000,Số tự động,Nhập khẩu,Tây Hồ - Hà Nội,https://oto.com.vn/mua-ban-xe-mercedes-benz-glc-250-ha-noi/xe-chu-di-it-bao-check-chat-luong-xe-aidxc23367656
23348273,Mercedes-Benz GLC 250 4Matic 2017,855000000.0,04/09/2025,2017,Máy xăng,SUV,Xe cũ,63000,Số tự động,Nhập khẩu,Thanh Xuân - Hà Nội,https://oto.com.vn/mua-ban-xe-mercedes-benz-glc-250-ha-noi/xe-luot-chat-luong-cao-da-bao-duong-ky-cang-aidxc23348273
23370923,Mercedes-Benz GLC 250 4Matic 2017,779000000.0,27/09/2025,2017,Máy xăng,SUV,Xe cũ,110000,Số tự động,Nhập khẩu,Hải Phòng,https://oto.com.vn/mua-ban-xe-mercedes-benz-glc-250-hai-phong/4matic-2017-779-trieu-aidxc23370923
23333825,Mercedes-Benz GLC 250 4Matic 2017,820000000.0,20/09/2025,2017,Máy xăng,SUV,Xe cũ,94000,Số tự động,Nhập khẩu,Kiến An - Hải Phòng,https://oto.com.vn/mua-ban-xe-mercedes-benz-glc-250-hai-phong/dep-net-qua-on-trong-tam-gia-800-cu-aidxc23333825
23372290,Mercedes-Benz GLC 250 4Matic 2019,1059000000.0,02/10/2025,2019,Máy xăng,SUV,Xe cũ,N/A,Số tự động,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-glc-250-hcm/bao-duong-full-lich-su-hang-aidxc23372290
23371432,Mercedes-Benz GLC 250 4Matic 2017,838000000.0,29/09/2025,2017,Máy xăng,SUV,Xe cũ,78000,Số tự động,Trong nước,Quận 7 - Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-glc-250-hcm/bien-so-aidxc23371432
23353740,Mercedes-Benz GLC 250 4Matic 2017,999000000.0,24/09/2025,2017,Máy xăng,SUV,Xe cũ,70000,Số tự động,Trong nước,Quận 7 - Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-glc-250-hcm/do-full-300-trieu-aidxc23353740
23371000,Mercedes-Benz GLC 250 4Matic 2018,839000000.0,27/09/2025,2018,Máy xăng,SUV,Xe cũ,80000,Số tự động,Nhập khẩu,Quận 7 - Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-glc-250-hcm/mau-nau-cuc-hiem-aidxc23371000
23372103,Mercedes-Benz GLC 250 4Matic 2018,1059000000.0,01/10/2025,2018,Máy xăng,SUV,Xe cũ,20000,Số tự động,Nhập khẩu,Quận 7 - Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-glc-250-hcm/model-2019-gia-tot-lien-he-ngay-aidxc23372103
23366189,Mercedes-Benz GLC 250 2017,839000000.0,15/09/2025,2017,Máy xăng,SUV,Xe cũ,78000,Số tự động,Trong nước,Quận 7 - Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-glc-250-hcm/trang-den-aidxc23366189
23370324,Mercedes-Benz GLC 250 4Matic 2019,899000000.0,25/09/2025,2019,Máy xăng,SUV,Xe cũ,92000,Số tự động,Trong nước,Quận 7 - Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-glc-250-hcm/trang-nau-aidxc23370324
23369620,Mercedes-Benz GLC 250 4Matic 2018,839000000.0,24/09/2025,2018,Máy xăng,SUV,Xe cũ,76,Số tự động,Trong nước,Quận 7 - Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-glc-250-hcm/trang-sieu-dep-aidxc23369620
23365065,Mercedes-Benz GLC 250 4Matic 2017,858000000.0,12/09/2025,2017,Máy xăng,SUV,Xe cũ,1,Số tự động,Trong nước,Quận 7 - Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-glc-250-hcm/trang-sieu-dep-bao-test-hang-aidxc23365065
23316731,Mercedes-Benz GLC 300 4Matic 2020,1535000000.0,04/09/2025,2020,Máy xăng,SUV,Xe cũ,48000,Số tự động,Trong nước,Long Biên - Hà Nội,https://oto.com.vn/mua-ban-xe-mercedes-benz-glc-300-ha-noi/1-ty-535-trieu-aidxc23316731
23363142,Mercedes-Benz GLC 300 4Matic 2020,1539000000.0,08/09/2025,2020,Máy xăng,SUV,Xe cũ,60000,Số tự động,Nhập khẩu,Hà Nội,https://oto.com.vn/mua-ban-xe-mercedes-benz-glc-300-ha-noi/mau-trang-noi-that-den-odo-6v-kilomet-bao-duong-full-lich-su-hang-1-chu-mua-moi-tu-dau-aidxc23363142
23367429,Mercedes-Benz GLC 300 4Matic 2021,1535000000.0,18/09/2025,2021,Máy xăng,SUV,Xe cũ,59881,Số tự động,Nhập khẩu,Thanh Xuân - Hà Nội,https://oto.com.vn/mua-ban-xe-mercedes-benz-glc-300-ha-noi/mercedes-4matic-2021-ban-xe-o-to-cu-uy-tin-tai-aidxc23367429
23335354,Mercedes-Benz GLC 300 2019,1150000000.0,04/09/2025,2019,Máy xăng,N/A,Xe cũ,50000,Số tự động,Trong nước,Tây Hồ - Hà Nội,https://oto.com.vn/mua-ban-xe-mercedes-benz-glc-300-ha-noi/mot-chu-tu-moi-aidxc23335354
23350613,Mercedes-Benz GLC 300 4Matic V1 2022,1839000000.0,04/09/2025,2022,Máy xăng,SUV,Xe cũ,32000,Số tự động,Trong nước,Long Biên - Hà Nội,https://oto.com.vn/mua-ban-xe-mercedes-benz-glc-300-ha-noi/san-xuat-2022-dang-ky-042023-aidxc23350613
23369633,Mercedes-Benz GLC 300 4Matic 2023,2298000000.0,24/09/2025,2023,Máy xăng,N/A,Xe cũ,28000,Số tự động,Trong nước,Quận 7 - Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-glc-300-hcm/bao-dau-bank-70-90-ib-zalo-tu-van-truc-tiep-247-aidxc23369633
23372080,Mercedes-Benz GLC 300 2018,1199000000.0,01/10/2025,2018,Máy xăng,SUV,Xe cũ,40000,Số tự động,Trong nước,Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-glc-300-hcm/dang-ky-72022-40000-km-aidxc23372080
23331061,Mercedes-Benz GLC 300 4Matic 2019,1088000000.0,15/09/2025,2019,Máy xăng,SUV,Xe cũ,83000,Số tự động,Trong nước,Quận 7 - Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-glc-300-hcm/dep-nhu-moi-co-thuong-luong-gia-aidxc23331061
23371945,Mercedes-Benz GLC 300 4Matic 2019,1068000000.0,01/10/2025,2019,Máy xăng,SUV,Xe cũ,67999,Số tự động,Trong nước,Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-glc-300-hcm/glc-2019-300-4matic-67999-km-aidxc23371945
23372114,Mercedes-Benz GLC 300 2017,1150000000.0,01/10/2025,2017,Máy xăng,SUV,Xe cũ,80,Số tự động,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-glc-300-hcm/glc-class-2017-300-80-km-aidxc23372114
23353452,Mercedes-Benz GLC 300 4Matic 2017,899000000.0,15/09/2025,2017,Máy xăng,SUV,Xe cũ,66000,Số tự động,Nhập khẩu,Quận 7 - Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-glc-300-hcm/suv-hang-sang-chay-cuc-it-gia-tot-nhat-phan-khuc-aidxc23353452
23357366,Mercedes-Benz GLC 300 4Matic 2019,1068000000.0,24/09/2025,2019,Máy xăng,SUV,Xe cũ,85,Số tự động,Trong nước,Quận 7 - Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-glc-300-hcm/trang-kem-hoa-don-du-aidxc23357366
23363300,Mercedes-Benz GLC 300 4Matic 2019,1087000000.0,09/09/2025,2019,Máy xăng,SUV,Xe cũ,71000,Số tự động,Trong nước,Bình Tân - Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-glc-300-hcm/xe-da-qua-su-dung-chat-luong-cao-bao-test-moi-hinh-thuc-aidxc23363300
23305325,Mercedes-Benz GLC 300 4Matic Coupe 2020,1759000000.0,25/09/2025,2020,Máy xăng,N/A,Xe cũ,20000,Số tự động,Trong nước,Quận 7 - Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-glc-300-hcm/xe-dep-dang-ky-2021-gia-tot-du-ho-so-sang-ten-ngay-aidxc23305325
23328540,Mercedes-Benz GLC 300 4Matic 2023,2379000000.0,27/09/2025,2023,Máy xăng,SUV,Xe cũ,13333,Số tự động,Trong nước,Bình Tân - Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-glc-300-hcm/xe-san-xuat-2023-chat-luong-nhu-moi-aidxc23328540
23213765,Mercedes-Benz GLE 400 4Matic Coupe 2016,1430000000.0,15/05/2025,2016,Máy xăng,Sedan,Xe cũ,89000,Số tự động,Nhập khẩu,Thanh Xuân - Hà Nội,https://oto.com.vn/mua-ban-xe-mercedes-benz-gle-400-ha-noi/1-ty-430-trieu-aidxc23213765
23335566,Mercedes-Benz GLE 400 4Matic Coupe 2018,1399000000.0,25/06/2025,2018,Máy xăng,Coupe,Xe cũ,53000,Số tự động,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-mercedes-benz-gle-400-hcm/hang-hiem-sieu-luot-aidxc23335566
