title,price,area,location,info,date,page
"Chung cư mini số 6 ngõ 270 Phú Diễn, Bắc Từ Liêm , Gần ĐH Tài Nguyên","2,8 triệu/tháng",20 m²,Quận Bắc Từ Liêm,Nội thất đầy đủ,13 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=11
Ngõ 246 minh khai _ tam trinh 1tr5 2tr5 3tr6 full khép kín.,"1,5 triệu/tháng",15 m²,Quận Hai Bà Trưng,N/A,13 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=11
Cho thuê tầng 1 làm kho hoặc văn phòng,"7,5 triệu/tháng",60 m²,Quận Hoàng Mai,Mặt bằng kinh doanh  Hoàn thiện cơ bản,Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=12
"Cho Thuê Cửa Hàng, Văn Phòng 72m2, mặt phố đường rộng 5m",15 triệu/tháng,72 m²,Quận Hai Bà Trưng,Mặt bằng kinh doanh  Hoàn thiện cơ bản,Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=12
"Phòng tầng 2 nhà 8 ngách 24 ngõ 162 Đội Cấn, Hà Nội","1,7 triệu/tháng",16 m²,Quận Ba Đình,Nội thất đầy đủ,13 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=12
căn hộ 1 ngủ  giá  5 triệu nguyễn khang cho thuê,5 triệu/tháng,15 m²,Quận Cầu Giấy,"1 PN  Hướng Đông Nam  Căn hộ dịch vụ, mini",Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=12
Vào luôn Mỹ Đình Plaza 1 - Trần Bình 110m2 3PN full đồ đẹp giá 16tr/th,16 triệu/tháng,110 m²,Quận Nam Từ Liêm,3 PN  Chung cư,13 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=12
Phòng trọ 3.4tr - 4tr -5tr,"3,4 triệu/tháng",30 m²,Quận Tây Hồ,Nội thất đầy đủ,13 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=12
"CÒN 3P VÀO THÁNG TỚI 2TR5, 2TR8 VÀ 3tr8","3,8 triệu/tháng",30 m²,Quận Hoàng Mai,N/A,13 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=12
"Sun Square, Lê Đức Thọ 110m2 3N chỉ 15,5tr/th đồ cơ bản có TL,máy giặt","15,5 triệu/tháng",110 m²,Quận Nam Từ Liêm,3 PN  Chung cư,13 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=12
mình cần par lại phòng như,"1,7 triệu/tháng",15 m²,Quận Bắc Từ Liêm,Nội thất đầy đủ,Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=12
"Bóc tem CCMN 30m2 xịn sò. Full đồ, máy giặt, ban công tại Tô Vĩnh Diện","6,3 triệu/tháng",30 m²,Quận Thanh Xuân,"1 PN  Căn hộ dịch vụ, mini",13 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=12
Cho thuê căn hộ mini loại (VIP) rẻ hơn 20% (hệ thống PCCC xịn),3 triệu/tháng,35 m²,Quận Thanh Xuân,"2 PN  Căn hộ dịch vụ, mini",13 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=12
Căn hộ CCMN 150m2 7 Tầng 2 sàn thông 10PN Đa Sỹ Kiến Hưng Hà Đông,3 triệu/tháng,150 m²,Quận Hà Đông,"10 PN  Căn hộ dịch vụ, mini",13 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=12
PHÒNG SIÊU ĐẸP VSKK CÁCH CÁCH TRƯỜNG ĐẠI HỌC CHỈ 500M TẠI CẦU DIỄN,"3,55 triệu/tháng",25 m²,Quận Nam Từ Liêm,N/A,13 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=12
SIÊU PHẨM TRUNG TÂM BẮC TỪ LIÊM - OTO ĐỖ CỬA - MÁY GIẶT RIÊNG,"5,15 triệu/tháng",30 m²,Quận Bắc Từ Liêm,"1 PN  Căn hộ dịch vụ, mini",13 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=12
"Cho thuê phòng tập thể phố Bùi Ngọc Dương, gần trung tâm, chợ,...","2,5 triệu/tháng",15 m²,Quận Hai Bà Trưng,N/A,13 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=12
"Chính chủ cho thuê phòng trọ khu vực Mỹ Đình, Nam Từ Liêm","3,5 triệu/tháng",24 m²,Quận Nam Từ Liêm,Nội thất đầy đủ,13 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=12
"Starlake Apartment, Cổ Nhuế Bắc Từ Liêm Hà Nội 3 phòng ngủ đồ cơ bản",33 triệu/tháng,120 m²,Quận Bắc Từ Liêm,3 PN  Chung cư,Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=12
mặt bằng kinh doanh tại phố đi bộ Caraby 214 nguyễn xiển,10 triệu/tháng,45 m²,Quận Thanh Xuân,Mặt bằng kinh doanh  Nội thất đầy đủ,Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=12
"CC Mời thuê phòng tại ngõ 150 Trần Đại Nghĩa dt15-30m2, 3.2 tr/1th","3,2 triệu/tháng",20 m²,Quận Hai Bà Trưng,N/A,Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=12
Studio - 25 30m2 - 445 Lạc Long Quân,"5,2 triệu/tháng",30 m²,Quận Tây Hồ,1 PN  Chung cư,13 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=12
"🔥🔥CHO THUÊ CĂN HỘ 1N1K MỚI FULL NỘI THẤT QUẬN TÂY HỒ, GẦN LOTTE","8,5 triệu/tháng",48 m²,Quận Tây Hồ,"1 PN  Căn hộ dịch vụ, mini",13 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=13
Cho thuê văn phòng phố Trần Đại Nghĩa. khu PL Giao thông thuận lợi.,4 triệu/tháng,25 m²,Quận Hai Bà Trưng,Văn phòng  Nội thất đầy đủ,Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=13
Vinhomes Gardenia - Mỹ Đình 120m2 3PN full nội thất đẹp giá 24tr/th,24 triệu/tháng,120 m²,Quận Nam Từ Liêm,3 PN  Chung cư,14 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=13
Siêu phẩm CCMN 1n1k 35m2 full đồ. Ban công thoáng tại Xuân Đỉnh,"5,6 triệu/tháng",35 m²,Quận Bắc Từ Liêm,"1 PN  Căn hộ dịch vụ, mini",14 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=13
"Vào luôn CH CT9 Sudico Mỹ Đình Sông Đà 60m2 2PN full đồ chỉ 12,5tr/th","12,5 triệu/tháng",60 m²,Quận Nam Từ Liêm,2 PN  Chung cư,14 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=13
Cho thuê nhà nguyên căn Mỹ Đình DT 45m 5 tầng 4PN full đồ 12 triệu,12 triệu/tháng,45 m²,Quận Nam Từ Liêm,"4 PN  Nhà ngõ, hẻm",14 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=13
Cho thuê nhà nguyên căn Cầu Giấy DT 55m 4 tầng 4PN full đồ 13 triệu,13 triệu/tháng,55 m²,Quận Cầu Giấy,"4 PN  Nhà ngõ, hẻm",14 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=13
"Hoàng Thành Pearl - Mỹ Đình 2PN 80m2 đồ cơ bản, nhà đẹp chỉ 14,5tr/th","14,5 triệu/tháng",80 m²,Quận Nam Từ Liêm,2 PN  Chung cư,14 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=13
"Cho thuê căn hộ studio full nội thất, có ô tô miễn phí Hà Nội giá 6tr",6 triệu/tháng,40 m²,Quận Cầu Giấy,1 PN  Hướng Tây  Chung cư,Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=13
CCMN VĂN TRÌ,"3,8 triệu/tháng",24 m²,Quận Bắc Từ Liêm,Nội thất đầy đủ,Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=13
phòng trọ kép kin KĐT văn Phú TT31Số02,"2,5 triệu/tháng",20 m²,Quận Hà Đông,N/A,14 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=13
"SIÊU PHẨM 1N1K THANH XUÂN, QUAN NHÂN","7,4 triệu/tháng",35 m²,Quận Thanh Xuân,"1 PN  Căn hộ dịch vụ, mini",14 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=13
Căn hộ Studio Nguyễn Thượng Hiền - Trần Nhân Tông 5tr- 7tr,5 triệu/tháng,25 m²,Quận Hai Bà Trưng,"1 PN  Căn hộ dịch vụ, mini",14 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=13
"Chính chủ cần cho thuê Louis Đại Mỗ, L8-35 tầng 1-2. Diện tích 96m2.","9,5 triệu/tháng",96 m²,Quận Nam Từ Liêm,Shophouse  Hoàn thiện cơ bản,14 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=13
"Mặt bằng kinh doanh 100m2 phố Nguyễn Thị ĐỊnh, Cầu Giấy",21 triệu/tháng,100 m²,Quận Cầu Giấy,Mặt bằng kinh doanh  Nội thất đầy đủ,14 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=13
ĐH Mở - VTC Tam Trinh 1tr5 2tr2 3tr4 4tr full đẹp khép kín.,"1,5 triệu/tháng",15 m²,Quận Hoàng Mai,N/A,14 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=13
5 tầng thang máy thông sàn mới trinh nguyên,30 triệu/tháng,100 m²,Quận Nam Từ Liêm,Văn phòng  Hoàn thiện cơ bản,14 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=13
"CĂN HỘ 1N1K 218 LẠC LONG QUÂN, TÂY HỒ","8,5 triệu/tháng",40 m²,Quận Tây Hồ,"1 PN  Căn hộ dịch vụ, mini",14 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=13
Cho thuê phòng trọ giá hạt rẻ.,"1,3 triệu/tháng",15 m²,Huyện Hoài Đức,N/A,14 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=13
Căn hộ Studio Ngõ 80 Nhân Hòa- Quan Nhân 4tr5 - 6tr,"4,5 triệu/tháng",25 m²,Quận Thanh Xuân,"1 PN  Căn hộ dịch vụ, mini",14 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=13
Căn hộ Studio Ngõ 80 Nhân Hòa- Quan Nhân 4tr5 - 6tr,"4,5 triệu/tháng",25 m²,Quận Thanh Xuân,"1 PN  Căn hộ dịch vụ, mini",14 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=14
"Căn studio rộng, thoáng mát, đủ đồ tại 322 đường Mỹ Đình","4,4 triệu/tháng",30 m²,Quận Nam Từ Liêm,"1 PN  Căn hộ dịch vụ, mini",14 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=14
Số 422 Đào Trí -Ph phú Thuận -Q7- TP-HCM -Toà B12-10 -80m2 + 2 ph ngủ,14 triệu/tháng,80 m²,Quận Tây Hồ,2 PN  Chung cư,14 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=14
"CĂN HỘ 1N1K MINI 285 ĐỘI CẤN, BA ĐÌNH","10,3 triệu/tháng",30 m²,Quận Ba Đình,"1 PN  Căn hộ dịch vụ, mini",15 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=14
CHÍNH CHỦ - CCMN MỚI - OTO ĐỖ CỬA - BAN CÔNG - 30m2,"4,9 triệu/tháng",30 m²,Quận Cầu Giấy,1 PN  Chung cư,15 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=14
Căn hộ mini Ngõ 125 Thuỵ Khuê - Hồ Tây 4tr9 -6tr,"4,9 triệu/tháng",25 m²,Quận Tây Hồ,"1 PN  Căn hộ dịch vụ, mini",15 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=14
Chính chủ cho thuê phòng trọ- ccmini 32m2 nguyên tầng Đường Kim Giang,"3,2 triệu/tháng",32 m²,Quận Hoàng Mai,Nội thất đầy đủ,15 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=14
PHÒNG Ở GHÉP GIẢ RẺ CHO HSSV UY TÍN ✌🏻✌🏻,"5,8 triệu/tháng",30 m²,Quận Đống Đa,Nội thất đầy đủ,15 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=14
Cho thuê phòng trọ,2 triệu/tháng,20 m²,Quận Hoàng Mai,Nội thất đầy đủ,15 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=14
"Cho thuê căn hộ 112m2, 3PN, 2VS, đầy đủ nội thất",16 triệu/tháng,112 m²,Quận Hà Đông,3 PN  Chung cư,15 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=14
Sốc... Cho thuê 2 ngủ view BT Tây Nam ***,9 triệu/tháng,66 m²,Quận Hoàng Mai,2 PN  Chung cư,Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=14
"Cho thuê nhà Văn Quán gần Đỉnh Nướng 60m2, 4 tầng, 19 triệu/tháng",19 triệu/tháng,60 m²,Quận Hà Đông,"5 PN  Nhà ngõ, hẻm",16 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=14
"Cho thuê biệt thự Xa La 150m2, 4 tầng 35tr xe container đỗ cửa",35 triệu/tháng,150 m²,Quận Hà Đông,Văn phòng,16 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=14
"Liền kề Văn Quán 100m 5 tầng phòng rộng, nhà mới sơn sửa đẹp.",27 triệu/tháng,100 m²,Quận Hà Đông,Văn phòng,16 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=14
Cho thuê toà văn phòng 85m 8 tầng 1 hầm Vạn Phúc chỉ 60tr,60 triệu/tháng,85 m²,Quận Hà Đông,Văn phòng,16 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=14
"CHO THUÊ NHÀ MỚI 4 TẦNG, 4 NGỦ - LAI XÁ, KIM CHUNG, HOÀI ĐỨC, HN - 7TR",7 triệu/tháng,32 m²,Huyện Hoài Đức,"4 PN  Nhà ngõ, hẻm",16 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=14
Nhà ông mặt đất cho thuê các tầng trên,"4,5 triệu/tháng",40 m²,Quận Đống Đa,"1 PN  Hướng Tây  Căn hộ dịch vụ, mini",16 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=14
Cho thuê phòng trọ ngọc thuỵ long biên thoáng mát sạch đẹp,"2,5 triệu/tháng",22 m²,Quận Long Biên,Nội thất đầy đủ,19 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=14
Cho thuê phòng trọ giá rẻ lý sơn long biên,"1,4 triệu/tháng",10 m²,Quận Long Biên,Nội thất đầy đủ,19 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=14
"CHO THUÊ CĂN HỘ QUẬN TÂY HỒ, GIÁ RẺ, BAN CÔNG RỘNG Ô TÔ ĐỖ CỬA","6,5 triệu/tháng",45 m²,Quận Tây Hồ,"1 PN  Căn hộ dịch vụ, mini",21 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=14
"😍😍CĂN HỘ CHO THUÊ NGAY CẦU VƯỢT MAI DỊCH FULL NỘI THẤT, BAN CÔNG😍","6,5 triệu/tháng",35 m²,Quận Cầu Giấy,"1 PN  Căn hộ dịch vụ, mini",21 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=15
"Cho thuê căn góc 3 ngủ, chung cư 96 Định Công 135 m2","13,5 triệu/tháng",135 m²,Quận Thanh Xuân,3 PN  Chung cư,21 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=15
Phòng cho nữ thuê gần Nguyễn Chí Thanh siêu cute,3 triệu/tháng,15 m²,Quận Đống Đa,N/A,21 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=15
Nhà Riêng 358 phố Bùi Xương Trạch,"5,5 triệu/tháng",33 m²,Quận Thanh Xuân,Nhà trống,21 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=15
Cho thuê phòng trọ gần ngã tư Văn Tiến Dũng 3-3.4tr,"3,2 triệu/tháng",20 m²,Quận Bắc Từ Liêm,Nội thất đầy đủ,22 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=15
CĂN HỘ STUDIO BAN CÔNG CỬA SỔ FULL NỘI THẤT NGAY LÊ ĐỨC THỌ,5 triệu/tháng,35 m²,Quận Nam Từ Liêm,"1 PN  Căn hộ dịch vụ, mini",22 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=15
CHO THUÊ NHÀ NGUYÊN CĂN SIÊU RỘNG 5 TẦNG NGAY BẾN XE MỸ ĐÌNH,11 triệu/tháng,150 m²,Quận Nam Từ Liêm,"3 PN  Căn hộ dịch vụ, mini",22 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=15
cho thuê chung cư geleximco đuôi cá 897 giải phóng,11 triệu/tháng,65 m²,Quận Hoàng Mai,2 PN  Hướng Nam  Chung cư,Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=15
CHO THUÊ TẦNG 2 – MẶT ĐƯỜNG RỘNG – VỊ TRÍ ĐẸP,5 triệu/tháng,75 m²,Huyện Thanh Trì,"2 PN  Nhà mặt phố, mặt tiền",22 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=15
"CHO THUÊ ĐẤT NHÀ MẶT ĐƯỜNG CHÍNH CHỦ MẶT TIỀN 11,7m, 252m2","17,5 triệu/tháng",252 m²,Huyện Đông Anh,Đất thổ cư  Ngang 11.7 m,23 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=15
Phòng trọ giá rẻ,800000 đ/tháng,11 m²,Quận Thanh Xuân,N/A,23 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=15
cần cho thuê cân hô  ngõ 374/3 trần khát trân 25 m2  xây mới thang máy,"4,6 triệu/tháng",25 m²,Quận Hai Bà Trưng,Nội thất đầy đủ,Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=15
"CHÍNH CHỦ CHO THUÊ 2N1VS CHỈ 7,2Tr TẠI VINHOMES OCP","7,2 triệu/tháng",59 m²,Huyện Gia Lâm,2 PN  Chung cư,23 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=15
"SIÊU HÓT CĂN 1PN+ CHỈ 5,5 Tr Full ĐỒ LIỀN TƯỜNG TẠI VHOP","5,5 triệu/tháng",47 m²,Huyện Gia Lâm,1 PN  Chung cư,23 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=15
Cho thuê căn hộ 1N1K full nội thất 50m2 mặt phố lạc long quân,9 triệu/tháng,50 m²,Quận Tây Hồ,"1 PN  Căn hộ dịch vụ, mini",Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=15
"CHÍNH CHỦ CHO THUÊ NHÀ THUỴ KHUÊ, TÂY HỒ MỚI XÂY THOÁNG MÁT - CÁCH PHỐ",16 triệu/tháng,33 m²,Quận Tây Hồ,"3 PN  Hướng Nam  Nhà ngõ, hẻm",Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=15
Chính chủ cho thuê chung cư Skylight Minh Khai,15 triệu/tháng,100 m²,Quận Hai Bà Trưng,3 PN  Hướng Bắc  Chung cư,24 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=15
cho thuê nguyên t4 nội thất đầy đủ,550000 đ/tháng,90 m²,Quận Hà Đông,Nội thất đầy đủ,Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=15
"Cho thuê mặt bằng trong ngõ dạy học, coworking",3 triệu/tháng,50 m²,Quận Ba Đình,Văn phòng  Nội thất đầy đủ,24 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=15
6 TẦNG - Ô TÔ - LÔ GÓC - 4 NGỦ - Ở NGAY - SÁT PHỐ,16 triệu/tháng,35 m²,Quận Hoàng Mai,"4 PN  Nhà ngõ, hẻm",24 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=15
Quỹ căn hộ cho thuê tháng 8 chính chủ tại Vinhomes Ocean Park giá tốt,"5,6 triệu/tháng",50 m²,Huyện Gia Lâm,1 PN  Hướng Tây Bắc  Chung cư,hôm qua,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=16
"phòng mới 30m2 cho hộ gia đình, người đi làm, sinh viên","3,5 triệu/tháng",30 m²,Quận Nam Từ Liêm,N/A,Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=16
💎 CĂN HỘ 1 PHÒNG NGỦ NGAY HỒ TÂY – ĐẲNG CẤP TỪ KHÔNG GIAN SỐNG 💎,11 triệu/tháng,45 m²,Quận Tây Hồ,"1 PN  Căn hộ dịch vụ, mini",hôm qua,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=16
CHO THUÊ CĂN HỘ PHÒNG 2 NGỦ 1 KHÁCH ĐẦY ĐỦ NỘI THẤT MỚI NGAY HỒ TÂY,8 triệu/tháng,60 m²,Quận Tây Hồ,"2 PN  Căn hộ dịch vụ, mini",hôm qua,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=16
thuê nhà nguyễn xiển nguyên căn,12 triệu/tháng,38 m²,Quận Thanh Xuân,"4 PN  Hướng Đông Nam  Nhà ngõ, hẻm",hôm qua,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=16
"🌟KHAI TRƯƠNG CĂN HỘ STUDIO, 1PN TRUNG TÂM CẦU GIẤY🌟","7,8 triệu/tháng",35 m²,Quận Cầu Giấy,"1 PN  Căn hộ dịch vụ, mini",hôm qua,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=16
[100-200m2] CHO THUÊ CĂN HỘ ĐỂ Ở LÀM VĂN PHÒNG TÂY HỒ BA ĐÌNH RỘNG,"22,5 triệu/tháng",100 m²,Quận Ba Đình,"2 PN  Căn hộ dịch vụ, mini",hôm qua,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=16
CHO THUÊ CĂN HỘ 1 NGỦ 1 KHÁCH NGAY HỒ TÂY,7 triệu/tháng,40 m²,Quận Cầu Giấy,"1 PN  Căn hộ dịch vụ, mini",hôm qua,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=16
"căn hộ fun nội thất, 40m2, ban công cực thoáng, 3.5tr","3,5 triệu/tháng",40 m²,Quận Hoàng Mai,Nội thất đầy đủ,hôm qua,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=16
KHAI TRƯƠNG CĂN HỘ PHÒNG 2 NGỦ 1 KHÁCH NGAY CÔNG VIÊN CẦU GIẤY,"8,5 triệu/tháng",45 m²,Quận Cầu Giấy,"2 PN  Căn hộ dịch vụ, mini",hôm qua,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=16
cho thuê nhà gần hồ Gươm,7 triệu/tháng,30 m²,Quận Hoàn Kiếm,N/A,hôm qua,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=16
🌒 CĂN HỘ 1PN1PK - STUDIO MỸ ĐÌNH - CẦU GIẤY FULL NT BANCOL RỘNG - MỚI,"6,2 triệu/tháng",40 m²,Quận Nam Từ Liêm,"1 PN  Căn hộ dịch vụ, mini",hôm qua,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=16
Khai trương toà nhà mới tinh tại Miếu Đầm,"4,9 triệu/tháng",25 m²,Quận Nam Từ Liêm,Nội thất đầy đủ,hôm qua,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=16
CHO THUÊ CĂN HỘ 2PN + 1 + 2WC 64m² - DỌN VÀO Ở LUÔN!!!,11 triệu/tháng,64 m²,Quận Nam Từ Liêm,2 PN  Chung cư,hôm qua,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=16
"Cho thuê CCMN 1n1k 35m2 Full nội thất, ban công thoáng - Lạc Long Quân","6,5 triệu/tháng",35 m²,Quận Tây Hồ,"1 PN  Căn hộ dịch vụ, mini",hôm qua,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=16
CHO THUÊ CCMN PHỐ MỄ TRÌ THƯỢNG. BAN CÔNG. THANG MÁY. GIÁ 5TR5,"5,5 triệu/tháng",25 m²,Quận Nam Từ Liêm,"1 PN  Căn hộ dịch vụ, mini",hôm qua,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=16
"Phòng trọ khép kín mới siêu rộng cách đh Thương Mại 2,5km","4,5 triệu/tháng",35 m²,Quận Nam Từ Liêm,Nội thất đầy đủ,Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=16
Nhà nguyên phố Bắc Cầu cho thuê,8 triệu/tháng,50 m²,Quận Long Biên,"2 PN  Nhà ngõ, hẻm",hôm qua,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=16
"Siêu Hot CCMN 30m2 Full nội thất. Thang máy, Rộng thoáng tại Hào Nam","5,3 triệu/tháng",30 m²,Quận Đống Đa,"1 PN  Căn hộ dịch vụ, mini",hôm qua,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=16
Cho thuê phòng Xuân Diệu - 25m2 - full - 3tr5,"3,5 triệu/tháng",25 m²,Quận Tây Hồ,N/A,hôm qua,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=16
Cho thuê phòng Xuân Diệu - 25m2 - full - 3tr5,"3,5 triệu/tháng",25 m²,Quận Tây Hồ,N/A,hôm qua,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=17
"Cho thuê nhà phố kinh doanh phố Việt Hưng 90 m , vỉa hè rộng 3 thoáng",35 triệu/tháng,90 m²,Quận Long Biên,Mặt bằng kinh doanh  Nội thất đầy đủ,hôm qua,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=17
CHO THUÊ STUDIO MỚI SIÊU RỘNG Ở ĐƯỢC 3- 4 NG NGAY SÂN VẬN ĐỘNG MỸ ĐÌNH,"4,5 triệu/tháng",35 m²,Quận Nam Từ Liêm,"1 PN  Căn hộ dịch vụ, mini",Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=17
Cho thue phòng trọ ở ghép - Phố Đào Tấn - 1tr1,"1,1 triệu/tháng",70 m²,Quận Ba Đình,Nội thất cao cấp,hôm qua,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=17
Nhà TRỌ ở ghép - Đốc Ngữ -1.3triệu/ 1 tháng/fulll bao dịch vụ trọn gói,"1,3 triệu/tháng",108 m²,Quận Ba Đình,Nội thất cao cấp,hôm qua,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=17
Cho thuê mặt bằng kinh doanh Ngô Quyền Hà Đông,"7,5 triệu/tháng",20 m²,Quận Hà Đông,Mặt bằng kinh doanh  Hoàn thiện cơ bản,hôm qua,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=17
